sentence_id	distance	rank_order
Sentence4130	361	baseline2021 ranked at 1262, higher than cat+oci+spa-eng at 1623
Sentence6141	361	cat+oci+spa-eng ranked at 1627, higher than baseline2021 at 1988
Sentence3434	361	cat+oci+spa-eng ranked at 4467, higher than baseline2021 at 4828
Sentence2690	361	cat+oci+spa-eng ranked at 6015, higher than baseline2021 at 6376
Sentence2459	361	baseline2021 ranked at 5896, higher than cat+oci+spa-eng at 6257
Sentence2387	360	cat+oci+spa-eng ranked at 3054, higher than baseline2021 at 3414
Sentence4380	360	cat+oci+spa-eng ranked at 4337, higher than baseline2021 at 4697
Sentence4321	360	cat+oci+spa-eng ranked at 6106, higher than baseline2021 at 6466
Sentence4209	360	baseline2021 ranked at 6135, higher than cat+oci+spa-eng at 6495
Sentence3419	359	baseline2021 ranked at 593, higher than cat+oci+spa-eng at 952
Sentence5440	359	cat+oci+spa-eng ranked at 2116, higher than baseline2021 at 2475
Sentence4196	359	baseline2021 ranked at 2463, higher than cat+oci+spa-eng at 2822
Sentence3122	359	baseline2021 ranked at 5266, higher than cat+oci+spa-eng at 5625
Sentence732	359	baseline2021 ranked at 5530, higher than cat+oci+spa-eng at 5889
Sentence1611	358	cat+oci+spa-eng ranked at 5661, higher than baseline2021 at 6019
Sentence4129	358	baseline2021 ranked at 5349, higher than cat+oci+spa-eng at 5707
Sentence4988	358	cat+oci+spa-eng ranked at 6076, higher than baseline2021 at 6434
Sentence3698	357	cat+oci+spa-eng ranked at 252, higher than baseline2021 at 609
Sentence4870	357	baseline2021 ranked at 255, higher than cat+oci+spa-eng at 612
Sentence5959	357	cat+oci+spa-eng ranked at 1724, higher than baseline2021 at 2081
Sentence1858	357	cat+oci+spa-eng ranked at 2458, higher than baseline2021 at 2815
Sentence2575	357	baseline2021 ranked at 2423, higher than cat+oci+spa-eng at 2780
Sentence2815	357	baseline2021 ranked at 3837, higher than cat+oci+spa-eng at 4194
Sentence4834	357	baseline2021 ranked at 5930, higher than cat+oci+spa-eng at 6287
Sentence3329	355	baseline2021 ranked at 479, higher than cat+oci+spa-eng at 834
Sentence6475	355	baseline2021 ranked at 4315, higher than cat+oci+spa-eng at 4670
Sentence2093	355	baseline2021 ranked at 5442, higher than cat+oci+spa-eng at 5797
Sentence3380	354	baseline2021 ranked at 2961, higher than cat+oci+spa-eng at 3315
Sentence2634	354	cat+oci+spa-eng ranked at 3473, higher than baseline2021 at 3827
Sentence4574	354	baseline2021 ranked at 5045, higher than cat+oci+spa-eng at 5399
Sentence2611	353	cat+oci+spa-eng ranked at 514, higher than baseline2021 at 867
Sentence813	353	baseline2021 ranked at 1223, higher than cat+oci+spa-eng at 1576
Sentence5106	353	baseline2021 ranked at 1301, higher than cat+oci+spa-eng at 1654
Sentence3034	353	baseline2021 ranked at 3540, higher than cat+oci+spa-eng at 3893
Sentence5817	353	baseline2021 ranked at 4725, higher than cat+oci+spa-eng at 5078
Sentence2316	353	cat+oci+spa-eng ranked at 5304, higher than baseline2021 at 5657
Sentence2685	353	baseline2021 ranked at 5368, higher than cat+oci+spa-eng at 5721
Sentence172	352	cat+oci+spa-eng ranked at 5969, higher than baseline2021 at 6321
Sentence936	351	baseline2021 ranked at 2716, higher than cat+oci+spa-eng at 3067
Sentence3951	351	baseline2021 ranked at 2797, higher than cat+oci+spa-eng at 3148
Sentence5500	351	cat+oci+spa-eng ranked at 3656, higher than baseline2021 at 4007
Sentence5999	351	cat+oci+spa-eng ranked at 4607, higher than baseline2021 at 4958
Sentence3631	351	cat+oci+spa-eng ranked at 5787, higher than baseline2021 at 6138
Sentence5765	350	baseline2021 ranked at 407, higher than cat+oci+spa-eng at 757
Sentence1210	350	cat+oci+spa-eng ranked at 965, higher than baseline2021 at 1315
Sentence2158	350	cat+oci+spa-eng ranked at 3038, higher than baseline2021 at 3388
Sentence1598	350	baseline2021 ranked at 4200, higher than cat+oci+spa-eng at 4550
Sentence101	350	cat+oci+spa-eng ranked at 6031, higher than baseline2021 at 6381
Sentence3947	350	cat+oci+spa-eng ranked at 6114, higher than baseline2021 at 6464
Sentence1000	349	baseline2021 ranked at 344, higher than cat+oci+spa-eng at 693
Sentence302	349	baseline2021 ranked at 445, higher than cat+oci+spa-eng at 794
Sentence6078	349	baseline2021 ranked at 4435, higher than cat+oci+spa-eng at 4784
Sentence5459	349	baseline2021 ranked at 4545, higher than cat+oci+spa-eng at 4894
Sentence3710	348	baseline2021 ranked at 99, higher than cat+oci+spa-eng at 447
Sentence3800	348	baseline2021 ranked at 1740, higher than cat+oci+spa-eng at 2088
Sentence4000	348	cat+oci+spa-eng ranked at 2247, higher than baseline2021 at 2595
Sentence5953	347	baseline2021 ranked at 383, higher than cat+oci+spa-eng at 730
Sentence2824	347	cat+oci+spa-eng ranked at 1527, higher than baseline2021 at 1874
Sentence4756	347	baseline2021 ranked at 3617, higher than cat+oci+spa-eng at 3964
Sentence6053	347	baseline2021 ranked at 5566, higher than cat+oci+spa-eng at 5913
Sentence2978	347	cat+oci+spa-eng ranked at 5951, higher than baseline2021 at 6298
Sentence4631	346	baseline2021 ranked at 213, higher than cat+oci+spa-eng at 559
Sentence2006	346	cat+oci+spa-eng ranked at 986, higher than baseline2021 at 1332
Sentence2955	346	baseline2021 ranked at 1031, higher than cat+oci+spa-eng at 1377
Sentence6091	346	cat+oci+spa-eng ranked at 1768, higher than baseline2021 at 2114
Sentence5434	346	cat+oci+spa-eng ranked at 5895, higher than baseline2021 at 6241
Sentence337	345	cat+oci+spa-eng ranked at 1296, higher than baseline2021 at 1641
Sentence1883	345	baseline2021 ranked at 1163, higher than cat+oci+spa-eng at 1508
Sentence5803	345	cat+oci+spa-eng ranked at 3106, higher than baseline2021 at 3451
Sentence411	345	cat+oci+spa-eng ranked at 5603, higher than baseline2021 at 5948
Sentence1584	344	cat+oci+spa-eng ranked at 43, higher than baseline2021 at 387
Sentence5124	344	cat+oci+spa-eng ranked at 240, higher than baseline2021 at 584
Sentence3659	344	cat+oci+spa-eng ranked at 299, higher than baseline2021 at 643
Sentence5654	344	cat+oci+spa-eng ranked at 561, higher than baseline2021 at 905
Sentence6493	344	cat+oci+spa-eng ranked at 1878, higher than baseline2021 at 2222
Sentence5890	344	cat+oci+spa-eng ranked at 2469, higher than baseline2021 at 2813
Sentence3774	344	cat+oci+spa-eng ranked at 4250, higher than baseline2021 at 4594
Sentence4082	343	cat+oci+spa-eng ranked at 669, higher than baseline2021 at 1012
Sentence1109	343	baseline2021 ranked at 509, higher than cat+oci+spa-eng at 852
Sentence6225	343	cat+oci+spa-eng ranked at 973, higher than baseline2021 at 1316
Sentence5778	343	baseline2021 ranked at 677, higher than cat+oci+spa-eng at 1020
Sentence645	343	cat+oci+spa-eng ranked at 1658, higher than baseline2021 at 2001
Sentence2173	343	cat+oci+spa-eng ranked at 3424, higher than baseline2021 at 3767
Sentence5615	342	cat+oci+spa-eng ranked at 83, higher than baseline2021 at 425
Sentence930	342	cat+oci+spa-eng ranked at 1093, higher than baseline2021 at 1435
Sentence2909	342	baseline2021 ranked at 4396, higher than cat+oci+spa-eng at 4738
Sentence6226	342	cat+oci+spa-eng ranked at 6057, higher than baseline2021 at 6399
Sentence127	341	baseline2021 ranked at 1319, higher than cat+oci+spa-eng at 1660
Sentence2190	341	baseline2021 ranked at 2011, higher than cat+oci+spa-eng at 2352
Sentence6138	341	cat+oci+spa-eng ranked at 5023, higher than baseline2021 at 5364
Sentence3656	341	cat+oci+spa-eng ranked at 5479, higher than baseline2021 at 5820
Sentence3683	341	baseline2021 ranked at 5918, higher than cat+oci+spa-eng at 6259
Sentence4303	340	cat+oci+spa-eng ranked at 3589, higher than baseline2021 at 3929
Sentence4738	340	cat+oci+spa-eng ranked at 6001, higher than baseline2021 at 6341
Sentence1820	340	cat+oci+spa-eng ranked at 6089, higher than baseline2021 at 6429
Sentence1462	339	baseline2021 ranked at 633, higher than cat+oci+spa-eng at 972
Sentence2166	339	baseline2021 ranked at 2787, higher than cat+oci+spa-eng at 3126
Sentence3999	339	cat+oci+spa-eng ranked at 3243, higher than baseline2021 at 3582
Sentence5922	339	baseline2021 ranked at 4509, higher than cat+oci+spa-eng at 4848
Sentence1709	338	cat+oci+spa-eng ranked at 481, higher than baseline2021 at 819
Sentence4803	338	baseline2021 ranked at 608, higher than cat+oci+spa-eng at 946
Sentence3858	338	cat+oci+spa-eng ranked at 4759, higher than baseline2021 at 5097
Sentence1710	338	baseline2021 ranked at 4537, higher than cat+oci+spa-eng at 4875
Sentence828	338	cat+oci+spa-eng ranked at 6054, higher than baseline2021 at 6392
Sentence3264	337	cat+oci+spa-eng ranked at 211, higher than baseline2021 at 548
Sentence4732	337	cat+oci+spa-eng ranked at 2522, higher than baseline2021 at 2859
Sentence1984	337	cat+oci+spa-eng ranked at 3349, higher than baseline2021 at 3686
Sentence5566	337	baseline2021 ranked at 3516, higher than cat+oci+spa-eng at 3853
Sentence2523	337	cat+oci+spa-eng ranked at 4299, higher than baseline2021 at 4636
Sentence4097	337	cat+oci+spa-eng ranked at 5692, higher than baseline2021 at 6029
Sentence3190	337	baseline2021 ranked at 6148, higher than cat+oci+spa-eng at 6485
Sentence3571	336	baseline2021 ranked at 2528, higher than cat+oci+spa-eng at 2864
Sentence2356	336	baseline2021 ranked at 3334, higher than cat+oci+spa-eng at 3670
Sentence2820	336	cat+oci+spa-eng ranked at 4136, higher than baseline2021 at 4472
Sentence1940	336	cat+oci+spa-eng ranked at 6137, higher than baseline2021 at 6473
Sentence4263	336	baseline2021 ranked at 5848, higher than cat+oci+spa-eng at 6184
Sentence3457	335	cat+oci+spa-eng ranked at 415, higher than baseline2021 at 750
Sentence691	335	baseline2021 ranked at 649, higher than cat+oci+spa-eng at 984
Sentence2176	335	baseline2021 ranked at 3015, higher than cat+oci+spa-eng at 3350
Sentence1549	335	baseline2021 ranked at 5916, higher than cat+oci+spa-eng at 6251
Sentence2893	334	cat+oci+spa-eng ranked at 4016, higher than baseline2021 at 4350
Sentence220	334	baseline2021 ranked at 4382, higher than cat+oci+spa-eng at 4716
Sentence223	334	cat+oci+spa-eng ranked at 5843, higher than baseline2021 at 6177
Sentence2847	333	cat+oci+spa-eng ranked at 288, higher than baseline2021 at 621
Sentence419	333	cat+oci+spa-eng ranked at 3796, higher than baseline2021 at 4129
Sentence2414	332	cat+oci+spa-eng ranked at 440, higher than baseline2021 at 772
Sentence1619	332	cat+oci+spa-eng ranked at 474, higher than baseline2021 at 806
Sentence4854	332	baseline2021 ranked at 768, higher than cat+oci+spa-eng at 1100
Sentence2406	332	baseline2021 ranked at 3471, higher than cat+oci+spa-eng at 3803
Sentence81	332	cat+oci+spa-eng ranked at 6160, higher than baseline2021 at 6492
Sentence5431	332	baseline2021 ranked at 5840, higher than cat+oci+spa-eng at 6172
Sentence6337	331	cat+oci+spa-eng ranked at 1662, higher than baseline2021 at 1993
Sentence3379	331	baseline2021 ranked at 4061, higher than cat+oci+spa-eng at 4392
Sentence6301	331	baseline2021 ranked at 4855, higher than cat+oci+spa-eng at 5186
Sentence2570	330	cat+oci+spa-eng ranked at 2824, higher than baseline2021 at 3154
Sentence3604	330	baseline2021 ranked at 6146, higher than cat+oci+spa-eng at 6476
Sentence5290	329	baseline2021 ranked at 322, higher than cat+oci+spa-eng at 651
Sentence2936	329	cat+oci+spa-eng ranked at 2193, higher than baseline2021 at 2522
Sentence3610	329	baseline2021 ranked at 4728, higher than cat+oci+spa-eng at 5057
Sentence6334	329	baseline2021 ranked at 5158, higher than cat+oci+spa-eng at 5487
Sentence5576	329	cat+oci+spa-eng ranked at 5772, higher than baseline2021 at 6101
Sentence896	328	cat+oci+spa-eng ranked at 210, higher than baseline2021 at 538
Sentence3051	328	cat+oci+spa-eng ranked at 663, higher than baseline2021 at 991
Sentence1309	328	cat+oci+spa-eng ranked at 1866, higher than baseline2021 at 2194
Sentence3416	328	cat+oci+spa-eng ranked at 3545, higher than baseline2021 at 3873
Sentence5016	327	cat+oci+spa-eng ranked at 178, higher than baseline2021 at 505
Sentence5995	327	baseline2021 ranked at 259, higher than cat+oci+spa-eng at 586
Sentence2101	327	cat+oci+spa-eng ranked at 3121, higher than baseline2021 at 3448
Sentence6340	327	baseline2021 ranked at 4216, higher than cat+oci+spa-eng at 4543
Sentence64	327	baseline2021 ranked at 4322, higher than cat+oci+spa-eng at 4649
Sentence4995	327	cat+oci+spa-eng ranked at 4823, higher than baseline2021 at 5150
Sentence2863	326	baseline2021 ranked at 594, higher than cat+oci+spa-eng at 920
Sentence4271	326	baseline2021 ranked at 2209, higher than cat+oci+spa-eng at 2535
Sentence1362	326	cat+oci+spa-eng ranked at 2589, higher than baseline2021 at 2915
Sentence3391	326	baseline2021 ranked at 2624, higher than cat+oci+spa-eng at 2950
Sentence6002	326	baseline2021 ranked at 2778, higher than cat+oci+spa-eng at 3104
Sentence5836	325	baseline2021 ranked at 3197, higher than cat+oci+spa-eng at 3522
Sentence4422	325	cat+oci+spa-eng ranked at 3646, higher than baseline2021 at 3971
Sentence6219	325	cat+oci+spa-eng ranked at 5410, higher than baseline2021 at 5735
Sentence5661	325	cat+oci+spa-eng ranked at 5561, higher than baseline2021 at 5886
Sentence5662	325	cat+oci+spa-eng ranked at 5751, higher than baseline2021 at 6076
Sentence5669	324	cat+oci+spa-eng ranked at 3378, higher than baseline2021 at 3702
Sentence4521	324	baseline2021 ranked at 3235, higher than cat+oci+spa-eng at 3559
Sentence6434	324	cat+oci+spa-eng ranked at 5289, higher than baseline2021 at 5613
Sentence3395	324	cat+oci+spa-eng ranked at 5426, higher than baseline2021 at 5750
Sentence4546	323	cat+oci+spa-eng ranked at 256, higher than baseline2021 at 579
Sentence4293	323	cat+oci+spa-eng ranked at 565, higher than baseline2021 at 888
Sentence2715	323	baseline2021 ranked at 327, higher than cat+oci+spa-eng at 650
Sentence3812	323	cat+oci+spa-eng ranked at 1115, higher than baseline2021 at 1438
Sentence6381	323	baseline2021 ranked at 3501, higher than cat+oci+spa-eng at 3824
Sentence3369	322	cat+oci+spa-eng ranked at 630, higher than baseline2021 at 952
Sentence1412	322	baseline2021 ranked at 1578, higher than cat+oci+spa-eng at 1900
Sentence5696	322	baseline2021 ranked at 4516, higher than cat+oci+spa-eng at 4838
Sentence920	322	baseline2021 ranked at 5609, higher than cat+oci+spa-eng at 5931
Sentence4203	321	baseline2021 ranked at 903, higher than cat+oci+spa-eng at 1224
Sentence2048	321	baseline2021 ranked at 1564, higher than cat+oci+spa-eng at 1885
Sentence2199	321	baseline2021 ranked at 1676, higher than cat+oci+spa-eng at 1997
Sentence2675	321	baseline2021 ranked at 2216, higher than cat+oci+spa-eng at 2537
Sentence3281	321	cat+oci+spa-eng ranked at 6139, higher than baseline2021 at 6460
Sentence3924	321	baseline2021 ranked at 6052, higher than cat+oci+spa-eng at 6373
Sentence385	320	cat+oci+spa-eng ranked at 2420, higher than baseline2021 at 2740
Sentence189	320	baseline2021 ranked at 4313, higher than cat+oci+spa-eng at 4633
Sentence2914	319	baseline2021 ranked at 141, higher than cat+oci+spa-eng at 460
Sentence4762	319	baseline2021 ranked at 217, higher than cat+oci+spa-eng at 536
Sentence6046	319	cat+oci+spa-eng ranked at 2005, higher than baseline2021 at 2324
Sentence1961	318	baseline2021 ranked at 712, higher than cat+oci+spa-eng at 1030
Sentence3933	318	baseline2021 ranked at 3432, higher than cat+oci+spa-eng at 3750
Sentence3923	318	baseline2021 ranked at 3596, higher than cat+oci+spa-eng at 3914
Sentence4051	318	baseline2021 ranked at 4816, higher than cat+oci+spa-eng at 5134
Sentence2244	318	cat+oci+spa-eng ranked at 5709, higher than baseline2021 at 6027
Sentence756	317	cat+oci+spa-eng ranked at 1686, higher than baseline2021 at 2003
Sentence6319	317	baseline2021 ranked at 2418, higher than cat+oci+spa-eng at 2735
Sentence2361	317	baseline2021 ranked at 4875, higher than cat+oci+spa-eng at 5192
Sentence2251	316	baseline2021 ranked at 1602, higher than cat+oci+spa-eng at 1918
Sentence70	316	cat+oci+spa-eng ranked at 2746, higher than baseline2021 at 3062
Sentence3099	316	baseline2021 ranked at 5398, higher than cat+oci+spa-eng at 5714
Sentence372	316	baseline2021 ranked at 5985, higher than cat+oci+spa-eng at 6301
Sentence4166	316	baseline2021 ranked at 5998, higher than cat+oci+spa-eng at 6314
Sentence3750	315	cat+oci+spa-eng ranked at 4975, higher than baseline2021 at 5290
Sentence4421	314	cat+oci+spa-eng ranked at 309, higher than baseline2021 at 623
Sentence6088	314	cat+oci+spa-eng ranked at 3616, higher than baseline2021 at 3930
Sentence1783	314	baseline2021 ranked at 3423, higher than cat+oci+spa-eng at 3737
Sentence5907	314	baseline2021 ranked at 5522, higher than cat+oci+spa-eng at 5836
Sentence5175	314	cat+oci+spa-eng ranked at 5844, higher than baseline2021 at 6158
Sentence5177	314	cat+oci+spa-eng ranked at 6179, higher than baseline2021 at 6493
Sentence2304	313	baseline2021 ranked at 453, higher than cat+oci+spa-eng at 766
Sentence4658	313	baseline2021 ranked at 525, higher than cat+oci+spa-eng at 838
Sentence1249	313	cat+oci+spa-eng ranked at 940, higher than baseline2021 at 1253
Sentence3577	313	baseline2021 ranked at 2256, higher than cat+oci+spa-eng at 2569
Sentence3142	313	cat+oci+spa-eng ranked at 3133, higher than baseline2021 at 3446
Sentence5783	313	cat+oci+spa-eng ranked at 4140, higher than baseline2021 at 4453
Sentence5802	312	baseline2021 ranked at 928, higher than cat+oci+spa-eng at 1240
Sentence2338	312	cat+oci+spa-eng ranked at 2345, higher than baseline2021 at 2657
Sentence1696	312	cat+oci+spa-eng ranked at 2694, higher than baseline2021 at 3006
Sentence5887	312	cat+oci+spa-eng ranked at 3630, higher than baseline2021 at 3942
Sentence4889	312	baseline2021 ranked at 4391, higher than cat+oci+spa-eng at 4703
Sentence4722	312	cat+oci+spa-eng ranked at 5961, higher than baseline2021 at 6273
Sentence1316	312	baseline2021 ranked at 5710, higher than cat+oci+spa-eng at 6022
Sentence93	311	baseline2021 ranked at 0, higher than cat+oci+spa-eng at 311
Sentence3323	311	cat+oci+spa-eng ranked at 1475, higher than baseline2021 at 1786
Sentence908	311	cat+oci+spa-eng ranked at 2333, higher than baseline2021 at 2644
Sentence44	311	cat+oci+spa-eng ranked at 4280, higher than baseline2021 at 4591
Sentence850	310	cat+oci+spa-eng ranked at 35, higher than baseline2021 at 345
Sentence123	310	cat+oci+spa-eng ranked at 560, higher than baseline2021 at 870
Sentence4465	310	cat+oci+spa-eng ranked at 954, higher than baseline2021 at 1264
Sentence206	310	cat+oci+spa-eng ranked at 5762, higher than baseline2021 at 6072
Sentence373	309	baseline2021 ranked at 2007, higher than cat+oci+spa-eng at 2316
Sentence4994	309	baseline2021 ranked at 3454, higher than cat+oci+spa-eng at 3763
Sentence1324	309	cat+oci+spa-eng ranked at 5731, higher than baseline2021 at 6040
Sentence3181	308	baseline2021 ranked at 2542, higher than cat+oci+spa-eng at 2850
Sentence2044	307	baseline2021 ranked at 5871, higher than cat+oci+spa-eng at 6178
Sentence3866	306	cat+oci+spa-eng ranked at 573, higher than baseline2021 at 879
Sentence2148	306	baseline2021 ranked at 2703, higher than cat+oci+spa-eng at 3009
Sentence1562	306	cat+oci+spa-eng ranked at 4376, higher than baseline2021 at 4682
Sentence5683	306	cat+oci+spa-eng ranked at 5643, higher than baseline2021 at 5949
Sentence5083	306	cat+oci+spa-eng ranked at 6156, higher than baseline2021 at 6462
Sentence2489	305	baseline2021 ranked at 497, higher than cat+oci+spa-eng at 802
Sentence791	305	baseline2021 ranked at 1296, higher than cat+oci+spa-eng at 1601
Sentence6040	305	cat+oci+spa-eng ranked at 2140, higher than baseline2021 at 2445
Sentence1180	305	baseline2021 ranked at 2407, higher than cat+oci+spa-eng at 2712
Sentence4790	305	baseline2021 ranked at 3804, higher than cat+oci+spa-eng at 4109
Sentence4553	304	cat+oci+spa-eng ranked at 17, higher than baseline2021 at 321
Sentence5188	304	baseline2021 ranked at 132, higher than cat+oci+spa-eng at 436
Sentence3676	304	cat+oci+spa-eng ranked at 675, higher than baseline2021 at 979
Sentence1827	304	baseline2021 ranked at 2254, higher than cat+oci+spa-eng at 2558
Sentence4359	303	baseline2021 ranked at 478, higher than cat+oci+spa-eng at 781
Sentence5984	303	baseline2021 ranked at 502, higher than cat+oci+spa-eng at 805
Sentence6348	303	cat+oci+spa-eng ranked at 3390, higher than baseline2021 at 3693
Sentence2134	302	baseline2021 ranked at 434, higher than cat+oci+spa-eng at 736
Sentence2348	301	baseline2021 ranked at 557, higher than cat+oci+spa-eng at 858
Sentence5733	301	baseline2021 ranked at 1757, higher than cat+oci+spa-eng at 2058
Sentence5	301	cat+oci+spa-eng ranked at 3459, higher than baseline2021 at 3760
Sentence925	301	cat+oci+spa-eng ranked at 3838, higher than baseline2021 at 4139
Sentence6167	301	baseline2021 ranked at 5915, higher than cat+oci+spa-eng at 6216
Sentence2290	301	baseline2021 ranked at 6097, higher than cat+oci+spa-eng at 6398
Sentence2508	300	baseline2021 ranked at 35, higher than cat+oci+spa-eng at 335
Sentence788	300	cat+oci+spa-eng ranked at 1507, higher than baseline2021 at 1807
Sentence1713	300	cat+oci+spa-eng ranked at 2894, higher than baseline2021 at 3194
Sentence1027	300	cat+oci+spa-eng ranked at 4040, higher than baseline2021 at 4340
Sentence1715	300	cat+oci+spa-eng ranked at 5929, higher than baseline2021 at 6229
Sentence3490	299	baseline2021 ranked at 2495, higher than cat+oci+spa-eng at 2794
Sentence2921	299	cat+oci+spa-eng ranked at 3509, higher than baseline2021 at 3808
Sentence6408	299	baseline2021 ranked at 4951, higher than cat+oci+spa-eng at 5250
Sentence6208	299	baseline2021 ranked at 5674, higher than cat+oci+spa-eng at 5973
Sentence5055	299	cat+oci+spa-eng ranked at 6103, higher than baseline2021 at 6402
Sentence5530	299	baseline2021 ranked at 6082, higher than cat+oci+spa-eng at 6381
Sentence4384	298	cat+oci+spa-eng ranked at 73, higher than baseline2021 at 371
Sentence3303	298	cat+oci+spa-eng ranked at 716, higher than baseline2021 at 1014
Sentence3015	298	baseline2021 ranked at 562, higher than cat+oci+spa-eng at 860
Sentence4922	298	cat+oci+spa-eng ranked at 3825, higher than baseline2021 at 4123
Sentence1836	298	cat+oci+spa-eng ranked at 4862, higher than baseline2021 at 5160
Sentence2089	298	baseline2021 ranked at 5134, higher than cat+oci+spa-eng at 5432
Sentence5352	298	baseline2021 ranked at 6175, higher than cat+oci+spa-eng at 6473
Sentence4749	297	cat+oci+spa-eng ranked at 704, higher than baseline2021 at 1001
Sentence1599	297	baseline2021 ranked at 1052, higher than cat+oci+spa-eng at 1349
Sentence4541	297	cat+oci+spa-eng ranked at 1355, higher than baseline2021 at 1652
Sentence5647	297	baseline2021 ranked at 1889, higher than cat+oci+spa-eng at 2186
Sentence447	297	cat+oci+spa-eng ranked at 3977, higher than baseline2021 at 4274
Sentence2440	297	cat+oci+spa-eng ranked at 4303, higher than baseline2021 at 4600
Sentence1137	296	baseline2021 ranked at 3699, higher than cat+oci+spa-eng at 3995
Sentence6355	296	baseline2021 ranked at 3919, higher than cat+oci+spa-eng at 4215
Sentence5663	296	cat+oci+spa-eng ranked at 4767, higher than baseline2021 at 5063
Sentence6354	296	baseline2021 ranked at 4553, higher than cat+oci+spa-eng at 4849
Sentence1542	296	baseline2021 ranked at 6013, higher than cat+oci+spa-eng at 6309
Sentence4273	295	cat+oci+spa-eng ranked at 2443, higher than baseline2021 at 2738
Sentence4415	295	baseline2021 ranked at 3950, higher than cat+oci+spa-eng at 4245
Sentence5237	295	baseline2021 ranked at 4898, higher than cat+oci+spa-eng at 5193
Sentence6310	294	cat+oci+spa-eng ranked at 301, higher than baseline2021 at 595
Sentence1452	294	baseline2021 ranked at 465, higher than cat+oci+spa-eng at 759
Sentence3222	294	baseline2021 ranked at 771, higher than cat+oci+spa-eng at 1065
Sentence3014	294	cat+oci+spa-eng ranked at 1125, higher than baseline2021 at 1419
Sentence2932	294	baseline2021 ranked at 5815, higher than cat+oci+spa-eng at 6109
Sentence4986	294	baseline2021 ranked at 5961, higher than cat+oci+spa-eng at 6255
Sentence3061	293	cat+oci+spa-eng ranked at 1500, higher than baseline2021 at 1793
Sentence6416	293	baseline2021 ranked at 3383, higher than cat+oci+spa-eng at 3676
Sentence3918	293	cat+oci+spa-eng ranked at 5003, higher than baseline2021 at 5296
Sentence5873	292	baseline2021 ranked at 414, higher than cat+oci+spa-eng at 706
Sentence29	292	baseline2021 ranked at 3401, higher than cat+oci+spa-eng at 3693
Sentence5150	292	cat+oci+spa-eng ranked at 4463, higher than baseline2021 at 4755
Sentence5642	292	baseline2021 ranked at 4841, higher than cat+oci+spa-eng at 5133
Sentence1419	292	baseline2021 ranked at 5021, higher than cat+oci+spa-eng at 5313
Sentence6433	291	baseline2021 ranked at 153, higher than cat+oci+spa-eng at 444
Sentence3592	291	baseline2021 ranked at 343, higher than cat+oci+spa-eng at 634
Sentence1880	291	cat+oci+spa-eng ranked at 5036, higher than baseline2021 at 5327
Sentence4948	291	baseline2021 ranked at 5151, higher than cat+oci+spa-eng at 5442
Sentence2585	290	baseline2021 ranked at 676, higher than cat+oci+spa-eng at 966
Sentence5085	290	cat+oci+spa-eng ranked at 2561, higher than baseline2021 at 2851
Sentence2896	290	cat+oci+spa-eng ranked at 4433, higher than baseline2021 at 4723
Sentence6108	290	baseline2021 ranked at 4919, higher than cat+oci+spa-eng at 5209
Sentence3305	290	cat+oci+spa-eng ranked at 5642, higher than baseline2021 at 5932
Sentence5540	289	baseline2021 ranked at 261, higher than cat+oci+spa-eng at 550
Sentence2424	289	baseline2021 ranked at 310, higher than cat+oci+spa-eng at 599
Sentence636	289	baseline2021 ranked at 1217, higher than cat+oci+spa-eng at 1506
Sentence288	289	baseline2021 ranked at 1261, higher than cat+oci+spa-eng at 1550
Sentence6115	289	cat+oci+spa-eng ranked at 2288, higher than baseline2021 at 2577
Sentence3898	288	cat+oci+spa-eng ranked at 900, higher than baseline2021 at 1188
Sentence103	288	cat+oci+spa-eng ranked at 942, higher than baseline2021 at 1230
Sentence215	288	baseline2021 ranked at 2033, higher than cat+oci+spa-eng at 2321
Sentence4251	288	cat+oci+spa-eng ranked at 2565, higher than baseline2021 at 2853
Sentence2918	288	cat+oci+spa-eng ranked at 3090, higher than baseline2021 at 3378
Sentence2801	288	cat+oci+spa-eng ranked at 3198, higher than baseline2021 at 3486
Sentence3194	288	baseline2021 ranked at 3240, higher than cat+oci+spa-eng at 3528
Sentence5788	288	baseline2021 ranked at 5511, higher than cat+oci+spa-eng at 5799
Sentence2808	288	baseline2021 ranked at 6046, higher than cat+oci+spa-eng at 6334
Sentence4163	287	cat+oci+spa-eng ranked at 121, higher than baseline2021 at 408
Sentence1276	287	baseline2021 ranked at 426, higher than cat+oci+spa-eng at 713
Sentence4923	287	baseline2021 ranked at 971, higher than cat+oci+spa-eng at 1258
Sentence4974	287	cat+oci+spa-eng ranked at 1696, higher than baseline2021 at 1983
Sentence3384	287	baseline2021 ranked at 2370, higher than cat+oci+spa-eng at 2657
Sentence832	287	cat+oci+spa-eng ranked at 2997, higher than baseline2021 at 3284
Sentence4189	287	baseline2021 ranked at 5647, higher than cat+oci+spa-eng at 5934
Sentence6106	287	baseline2021 ranked at 5778, higher than cat+oci+spa-eng at 6065
Sentence4887	287	cat+oci+spa-eng ranked at 6198, higher than baseline2021 at 6485
Sentence6116	287	baseline2021 ranked at 5922, higher than cat+oci+spa-eng at 6209
Sentence6421	286	cat+oci+spa-eng ranked at 386, higher than baseline2021 at 672
Sentence1711	286	cat+oci+spa-eng ranked at 1244, higher than baseline2021 at 1530
Sentence2291	286	baseline2021 ranked at 1867, higher than cat+oci+spa-eng at 2153
